X,Y,standort,anzahl_ladepunkte,ladesaeule_status,adresse,koordinaten,typ,ladepunkt,stecker,status,authmethod_1,authmethod_2
10.016,53.624,"475","2",frei,Röntgenstraße 47,N53.623700 E10.016480,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.595,"684","2",frei,Lokstedter Steindamm 33,N53.595358 E9.966528,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.004,53.6,"434","2",belegt,Fiefstücken 8,N53.599830 E10.003740,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.022,53.545,"366","2",belegt,Sachsenfeld 3,N53.545110 E10.022320,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.054,53.569,"021","3",frei,Kantstraße 4,N53.569090 E10.053610,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.547,"068","3",teilweise belegt,Lange Straße 6,N53.547350 E9.956280,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.129,53.671,"433","2",frei,Volksdorfer Damm 252,N53.671020 E10.129310,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.031,53.57,"053","3",teilweise belegt,Finkenau 11,N53.570450 E10.031160,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.208,53.481,"421","2",frei,Curslacker Neuer Deich 45,N53.480560 E10.208010,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.203,53.356,"3700","2",teilweise belegt,Schloßring 50,N53.356164 E10.203260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.185,53.609,"529","2",frei,Neuer Höltigbaum 6,N53.609470 E10.184680,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.926,53.549,"615","2",belegt,Arnoldstraße 45,N53.548827 E9.925680,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.402,53.251,"13201","4",teilweise belegt,Bastionstraße 3,N53.251100 E10.402400,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.954,53.55,"204","2",belegt,Königstraße 4A,N53.549762 E9.953949,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.912,53.559,"311","2",frei,Friedensallee 265,N53.559076 E9.911802,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.064,53.572,"242","2",teilweise belegt,Wandsbeker Königstraße 11,N53.572171 E10.064295,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.653,"1212","2",teilweise belegt,Südportal 2,N53.653120 E9.983170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.528,"574","2",teilweise belegt,Indiastraße 1,N53.527960 E9.994830,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.958,53.57,"356","2",frei,Eppendorfer Weg 35,N53.570400 E9.957800,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.865,53.571,"280","2",teilweise belegt,Heinrich-Plett-Str. 4,N53.571177 E9.864905,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.079,53.551,"464","2",belegt,Bauerberg 2,N53.550660 E10.078790,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.965,53.589,"370","2",frei,Grandweg 104,N53.589170 E9.964890,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.146,53.604,"046","3",frei,Bargteheider Straße 83,N53.603680 E10.145640,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.552,"023","3",frei,Kleine Freiheit 42,N53.551820 E9.956250,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.086,53.534,"508","2",frei,Liebigstraße 40,N53.534190 E10.086130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.57,"013","3",frei,Bei St. Johannis 1,N53.570490 E9.994720,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.955,53.58,"451","2",frei,Lutterothstraße 22,N53.580010 E9.955040,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.653,V11,"4",teilweise belegt,Tangstedter Landstraße 83,N53.652610 E10.018730,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.014,53.582,"288","2",belegt,Schinkelstraße 1,N53.581918 E10.013520,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.906,53.608,"024","3",teilweise belegt,Kieler Straße 702,N53.607880 E9.905820,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
9.942,53.578,"445","2",frei,Langenfelder Damm 2,N53.578140 E9.941520,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.962,53.554,"516","2",frei,Brigittenstr. 1,N53.554190 E9.961860,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.167,53.649,"012","3",belegt,Wiesenhöfen 2,N53.648780 E10.167440,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.017,53.553,"468","2",frei,Böckmannstraße 5,N53.553460 E10.017040,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.965,53.589,"370","2",frei,Grandweg 104,N53.589170 E9.964890,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.979,53.755,"1216","2",teilweise belegt,Elfenhagen 62,N53.754700 E9.978800,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.021,53.571,"292","2",teilweise belegt,Averhoffstraße 3A,N53.570810 E10.021000,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.904,53.591,"071","3",frei,Schnackenburgallee 153,N53.591269 E9.904259,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.049,53.582,"571","2",frei,Alter Teichweg 15,N53.582460 E10.049480,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.996,53.594,"225","2",teilweise belegt,Bebelallee 1,N53.594247 E9.995713,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.948,53.641,"436","2",teilweise belegt,Ernst-Mittelbach-Ring 53,N53.640760 E9.948410,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.179,53.487,"367","2",frei,Rahel-Varnhagen-Weg 38,N53.486830 E10.179260,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.032,53.56,"350","2",frei,Angerstraße 11,N53.559970 E10.031970,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.031,53.57,"053","3",teilweise belegt,Finkenau 11,N53.570450 E10.031160,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.036,53.629,"692","2",frei,Wellingsbütteler Landstraße 64,N53.629096 E10.035760,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.948,53.561,"628","2",frei,Holstenplatz 14,N53.561321 E9.948480,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.967,53.551,"249","2",teilweise belegt,Seilerstraße 16,N53.550520 E9.966698,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.018,53.575,"469","2",teilweise belegt,Zimmerstraße 34,N53.574840 E10.018280,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.876,53.474,"373","2",frei,Striepenweg 41,N53.473660 E9.875880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.126,53.584,"020","3",frei,Jenfelder Allee 80,N53.584110 E10.126260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.208,53.354,"3900","5",teilweise belegt,An der Kleinbahn 4,N53.353950 E10.208412,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.545,"078","3",belegt,Deichstraße 51,N53.545080 E9.986570,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.993,53.515,"483","2",frei,Fährstraße 10,N53.515390 E9.992780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.956,53.555,"484","2",frei,Gilbertstraße 63,N53.555000 E9.955720,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.203,53.356,"3700","2",teilweise belegt,Schloßring 50,N53.356164 E10.203260,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.985,53.59,"224","2",teilweise belegt,Kümmellstraße 5,N53.590221 E9.985175,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.979,53.457,"377","2",teilweise belegt,Hastedtstraße 1,N53.457180 E9.978540,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.976,53.552,"065","3",frei,Enckeplatz 6,N53.552400 E9.976170,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.964,53.562,"492","2",teilweise belegt,Bartelsstraße 41,N53.562410 E9.964180,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.964,53.565,"265","2",frei,Altonaer Straße 61,N53.564804 E9.963580,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.15,53.525,"640","2",belegt,Kandinskyallee 11,N53.524861 E10.149543,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.025,53.628,"239","2",frei,Erdkampsweg 20,N53.628240 E10.024542,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.036,53.575,"005","3",teilweise belegt,Wagnerstraße 2,N53.575120 E10.036460,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.847,53.574,"422","2",frei,Rugenbarg 9,N53.574340 E9.846620,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.958,53.6,"389","2",frei,Grelckstraße 2,N53.599900 E9.958050,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.993,53.567,"534","2",frei,Heimhuder Straße 38,N53.566752 E9.992543,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.024,53.553,"057","3",belegt,Beim Berliner Tor 2,N53.553140 E10.023600,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
10.049,53.588,"622","2",frei,Steilshooper Straße 59,N53.587655 E10.049369,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.597,"048","3",belegt,Christoph-Probst-Weg 28,N53.596800 E9.976150,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.059,53.567,"235","2",teilweise belegt,Pappelallee 41,N53.567386 E10.059232,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.024,53.553,"057","3",belegt,Beim Berliner Tor 2,N53.553140 E10.023600,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
10.114,53.653,"301","2",belegt,Waldweg 4,N53.653350 E10.114020,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.019,53.58,"524","2",teilweise belegt,Herderstr. 37,N53.580020 E10.018950,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.014,53.561,"428","2",frei,An der Alster 9,N53.561080 E10.013930,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.992,53.588,"523","2",frei,Loogeplatz 2,N53.587780 E9.992180,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.032,53.682,"1213","2",teilweise belegt,Tangstedter Landstraße 545,N53.682440 E10.031970,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.989,53.545,"374","2",frei,Mattentwiete 6,N53.545450 E9.989330,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.949,53.559,"397","2",frei,Holstenstraße 156,N53.559071 E9.948590,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.457,"429","2",frei,Großmoorring 11,N53.457090 E10.006060,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.953,53.582,"498","2",frei,Eidelstedter Weg 32,N53.581810 E9.953410,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.18,53.508,"252","2",belegt,Bodestraße 1,N53.507891 E10.180407,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.073,53.556,"487","2",teilweise belegt,Snitgerreihe 38,N53.556340 E10.072900,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.906,53.608,"024","3",teilweise belegt,Kieler Straße 702,N53.607880 E9.905820,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.972,53.585,"569","2",frei,Breitenfelder Straße 16,N53.584900 E9.971780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.845,53.553,"308","2",teilweise belegt,Nienstedtener Marktplatz 20,N53.552735 E9.844532,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.982,53.453,"584","2",frei,Gerade Straße 22,N53.452880 E9.982070,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.981,53.552,"532","2",belegt,Rademachergang 20,N53.552130 E9.980700,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.991,53.557,"478","2",frei,Fehlandtstraße 6,N53.556980 E9.991480,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.213,53.486,"297","2",belegt,Neuer Weg 21,N53.485806 E10.213129,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.975,53.549,"025","3",frei,Zeughausmarkt 19,N53.549260 E9.974710,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.974,53.547,"668","2",frei,Venusberg 34,N53.546886 E9.973986,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.987,53.574,"512","2",belegt,Hansastraße 28,N53.574340 E9.986540,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.019,53.653,V11,"4",teilweise belegt,Tangstedter Landstraße 83,N53.652610 E10.018730,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.989,53.707,"1226","2",teilweise belegt,Buckhörner Moor 110,N53.707062 E9.988827,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.918,53.549,"395","2",frei,Hohenzollernring 24,N53.548780 E9.917770,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.597,"048","3",belegt,Christoph-Probst-Weg 28,N53.596800 E9.976150,AC,,Typ2,belegt,Öffentlich zugänglich,RFID-Karte
9.943,53.554,"509","2",frei,Esmarchstraße 51,N53.554220 E9.943470,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.461,"245","2",frei,Großer Schippsee 18,N53.460619 E9.983370,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.811,53.559,"455","2",teilweise belegt,Blankeneser Bahnhofstraße 4,N53.558932 E9.811458,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.064,53.587,"671","2",frei,Tondernstraße 24,N53.587491 E10.064361,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.025,53.573,"621","2",frei,Winterhuder Weg 42,N53.572552 E10.024547,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.977,53.553,"270","2",frei,Holstenwall 12A,N53.553342 E9.976922,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.114,53.616,"443","2",frei,Neusurenland 103,N53.616460 E10.113900,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.919,53.632,"674","2",frei,Wählingsallee 15,N53.631516 E9.918798,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.236,53.673,"9200","2",teilweise belegt,Manfred Samusch Straße 5,N53.672950 E10.236111,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.006,53.558,"223","2",frei,An der Alster 65,N53.558132 E10.005663,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.036,53.558,"694","2",teilweise belegt,Bürgerweide 72,N53.558287 E10.036430,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.55,"538","2",frei,Hühnerposten 14,N53.549800 E10.009640,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.048,53.571,"565","2",frei,Eilbeker Weg 73,N53.570726 E10.047845,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.991,53.581,"652","2",frei,Harvestehunder Weg 105,N53.580521 E9.991418,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.016,53.568,"070","3",teilweise belegt,Eduard-Rhein-Ufer 1,N53.567780 E10.016230,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.967,53.582,"519","2",teilweise belegt,Gärtnerstraße 41,N53.582400 E9.966860,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.983,53.587,"403","2",teilweise belegt,Robert-Koch-Straße 2,N53.587430 E9.982700,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.997,53.731,"1214","2",teilweise belegt,Pestalozzistraße 1,N53.731500 E9.996610,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.936,53.554,"326","2",belegt,Präsident-Krahn-Straße 17,N53.554145 E9.936155,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.022,53.584,"238","2",belegt,Jarrestraße 10,N53.584161 E10.021787,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.006,53.633,"035","3",frei,Flughafenstr. 1,N53.632620 E10.006390,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.049,53.63,"444","2",frei,Sodenkamp 8,N53.630350 E10.049000,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.873,53.592,"312","2",frei,Luruper Hauptstraße 138,N53.591702 E9.872562,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.04,53.556,"463","2",frei,Burgstraße 12,N53.556250 E10.040330,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.964,53.566,"358","2",teilweise belegt,Weidenallee 21,N53.566480 E9.963940,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.032,53.614,"522","2",frei,Rübenkamp 317,N53.613500 E10.032330,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.94,53.558,"412","2",frei,Haubachstraße 39,N53.557850 E9.939660,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.237,53.674,"9201","2",teilweise belegt,Manfred Samusch Straße 5,N53.673632 E10.236555,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.065,53.571,"056","3",teilweise belegt,Schloßstraße 8,N53.571140 E10.065180,AC,,Typ2,unbekannt,Öffentlich zugänglich,RFID-Karte
10.027,53.604,"281","2",frei,Überseering 10,N53.604371 E10.026856,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.996,53.716,"1211","2",teilweise belegt,Moorbekstraße 15,N53.715550 E9.995990,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.939,53.552,"017","3",frei,Große Bergstraße 262,N53.552100 E9.938640,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
9.954,53.562,"544","2",frei,Oelkersallee 1,N53.561830 E9.953880,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.027,53.604,"281","2",frei,Überseering 10,N53.604371 E10.026856,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.18,53.508,"252","2",belegt,Bodestraße 1,N53.507891 E10.180407,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.043,53.54,"357","2",frei,Billhorner Deich 96,N53.539580 E10.042590,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.983,53.548,"545","2",teilweise belegt,Herrengraben 74,N53.548090 E9.983210,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.943,53.593,"261","2",frei,Koppelstraße Ecke Lokstedter Grenzstraße 45,N53.593396 E9.942715,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.963,53.557,"032","3",belegt,Beim Grünen Jäger 8,N53.557150 E9.963180,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.913,53.596,"623","2",teilweise belegt,Jacobsenweg 4,N53.595677 E9.913470,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.99,53.556,"255","2",frei,Büschstraße 12,N53.556103 E9.989969,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.163,53.652,"206","2",frei,Kattjahren 4,N53.651913 E10.162925,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.06,53.563,"517","2",frei,Casper-Voght-Str. 78,N53.562670 E10.059840,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.012,53.545,"042","3",belegt,Banksstraße 28,N53.544683 E10.012427,DC,,CHAdeMO,belegt,Öffentlich zugänglich,RFID-Karte
9.992,53.591,"568","2",belegt,Kellinghusenstraße 10,N53.590674 E9.992296,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.051,53.593,"550","2",frei,Tieloh 81,N53.593230 E10.051420,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.968,53.586,"638","2",frei,Hoheluftchaussee 167,N53.585802 E9.968065,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.038,53.561,"028","3",frei,Marienthaler Straße 1,N53.560620 E10.038330,AC,,Typ2,frei,Öffentlich zugänglich,RFID-Karte
10.214,53.488,"549","2",frei,Bergedorfer Schloßstraße 10,N53.488170 E10.214030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.01,53.581,"408","2",frei,Dorotheenstraße 36,N53.581190 E10.009710,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.976,53.552,"065","3",frei,Enckeplatz 6,N53.552400 E9.976170,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.019,53.523,"485","2",teilweise belegt,Katenweide 1,N53.523060 E10.018930,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.929,53.629,"027","3",frei,Sellhopsweg 2,N53.629264 E9.929125,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.008,53.554,"208","2",teilweise belegt,Heidi-Kabel-Platz 1,N53.554492 E10.007712,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.936,53.546,"202","2",frei,Palmaille 73,N53.546437 E9.935543,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.709,"1224","2",teilweise belegt,Alter Heidberg 1,N53.708660 E9.994940,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
9.939,53.562,"620","2",teilweise belegt,Eva-Rühmkorf-Straße 9,N53.561580 E9.938690,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.987,53.549,"228","2",frei,Heiligengeistbrücke 2,N53.548722 E9.986612,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.066,53.55,"505","2",frei,Howisch 5,N53.550340 E10.066030,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.076,53.613,"285","2",belegt,Bramfelder Chaussee 238,N53.613300 E10.075830,AC,,Typ2/Schuko,belegt,Öffentlich zugänglich,RFID-Karte
10.017,53.556,"222","2",teilweise belegt,Steindamm 94,N53.555550 E10.017166,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.973,53.557,"257","2",frei,Feldstraße 51,N53.556978 E9.973255,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.863,53.559,"214","2",frei,Ohnhorststraße 18,N53.558802 E9.863475,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.079,53.573,"501","2",frei,Neumann-Reichard-Straße 22,N53.572730 E10.079150,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
9.937,53.549,"551","2",frei,Schmarjestraße 50,N53.549039 E9.936738,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.013,53.52,"240","2",frei,Harburger Chaussee 17,N53.520476 E10.013471,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.995,53.55,"577","2",frei,Rathausstraße 6,N53.549964 E9.994737,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.102,53.598,"036","3",frei,Traberweg 2,N53.597620 E10.101780,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.978,53.584,"500","2",frei,Löwenstraße 20,N53.583780 E9.978360,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.031,53.579,"613","2",frei,Beethovenstraße 68,N53.579226 E10.031267,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.141,53.626,"416","2",frei,Hermann-Balk-Straße 124,N53.625580 E10.140730,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.028,53.572,"902","2",teilweise belegt,Hamburger Straße 27,N53.571903 E10.028130,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.88,53.565,"440","2",frei,Beselerstraße 29,N53.565190 E9.880470,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.052,53.586,"513","2",frei,Krausestr. 2,N53.585990 E10.051850,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.903,53.608,"392","2",frei,Ekenknick 3,N53.607850 E9.903040,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.06,53.563,"517","2",frei,Casper-Voght-Str. 78,N53.562670 E10.059840,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.239,53.674,"9202","2",teilweise belegt,Große Straße 26,N53.674352 E10.239290,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
10.017,53.588,"393","2",frei,Barmbeker Straße 62,N53.588410 E10.016530,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
9.797,53.58,"419","2",frei,Sülldorfer Landstraße 196,N53.580400 E9.797170,AC,,Typ2/Schuko,frei,Öffentlich zugänglich,RFID-Karte
10.016,53.568,"070","3",teilweise belegt,Eduard-Rhein-Ufer 1,N53.567780 E10.016230,DC,,CHAdeMO,frei,Öffentlich zugänglich,RFID-Karte
10.008,53.553,"091","3",teilweise belegt,Kirchenallee 56,N53.552950 E10.008180,AC,,Typ2/Schuko,unbekannt,Öffentlich zugänglich,RFID-Karte
